DeliveryID,OrderID,DeliveryDate,DeliveryCost,DeliveryStatus
,61-096-3317,2021-05-06,15.9,
,30-867-3284,2022-12-19,80.86,
,29-601-2712,2021-01-25,33.7,
,28-387-3547,2022-01-07,18.6,
,33-596-6321,2020-12-05,86.02,
,48-873-2607,2022-03-12,35.33,
,46-671-2432,2021-03-18,31.82,
,67-067-9693,2019-11-12,54.59,
,94-148-7497,2022-12-30,51.93,
,90-921-1904,2021-04-17,45.57,
,87-546-5058,2022-08-31,78.35,
,25-522-2006,2021-12-28,17.19,
,69-765-1585,2021-09-08,83.86,
,17-146-9681,2020-11-08,91.47,
,76-063-7709,2022-09-01,60.4,
,39-647-4894,2021-11-26,22.02,
,84-561-9421,2021-03-21,32.74,
,08-152-8962,2021-01-02,51.13,
,83-499-1350,2022-02-20,54.68,
,39-613-0627,2020-05-12,62.4,
,56-545-1829,2020-08-26,63.51,
,42-906-2475,2021-06-02,3.76,
,90-989-2851,2020-07-17,43.56,
,17-851-5705,2022-06-10,9.37,
,20-698-8725,2021-08-24,81.98,
,62-918-2454,2021-10-05,21.45,
,09-019-6593,2022-08-28,32.78,
,73-876-5941,2022-10-22,46.02,
,05-825-9260,2021-04-25,95.19,
,55-263-8669,2021-06-24,31.52,
,75-655-7346,2020-05-21,55.26,
,23-760-0421,2020-05-06,82.34,
,02-938-1657,2020-01-10,48.78,
,00-669-6040,2021-10-21,29.71,
,58-064-3049,2021-05-15,48.52,
,30-969-9125,2021-02-28,26.73,
,89-262-2574,2021-03-27,19.95,
,56-933-2115,2021-07-14,22.75,
,14-210-2413,2021-01-13,22.4,
,51-322-7429,2021-07-07,65.44,
,57-755-0191,2022-02-13,55.93,
,49-841-5624,2021-04-07,45.3,
,58-287-7773,2020-09-25,7.25,
,91-284-4644,2022-06-11,69.28,
,49-366-5985,2021-06-22,17.37,
,40-107-4974,2022-07-01,15.72,
,46-301-6761,2021-03-22,71.12,
,02-266-1313,2021-06-24,9.94,
,60-270-8291,2021-04-19,4.27,
,68-226-7897,2022-07-03,64.77,
,69-624-5454,2022-07-19,77.22,
,90-389-3298,2021-06-08,29.57,
,84-017-7714,2022-02-22,71.1,
,36-779-8330,2021-11-05,30.69,
,89-464-8624,2022-04-15,5.97,
,14-224-3137,2020-02-10,64.97,
,30-148-2955,2021-07-30,83.78,
,65-301-1388,2021-01-01,28.9,
,55-734-7101,2022-04-28,4.52,
,92-838-7961,2021-08-14,47.22,
,46-715-1183,2020-09-30,60.19,
,64-569-9390,2022-12-08,13.63,
,92-282-7155,2021-12-10,22.46,
,31-576-8678,2022-09-30,92.87,
,86-581-4964,2020-10-31,76.56,
,56-840-9304,2019-11-10,16,
,52-071-2704,2021-01-18,16.17,
,80-215-3898,2022-01-12,74.87,
,44-357-1100,2022-11-12,65.51,
,22-904-5860,2020-04-27,4.66,
,07-113-3748,2022-10-31,49.98,
,24-998-9967,2021-01-19,65.47,
,80-923-1183,2022-10-03,70.45,
,10-390-3471,2021-12-14,44.7,
,28-608-5137,2022-09-14,63.85,
,12-837-0577,2019-12-02,27.86,
,25-485-3794,2022-11-21,52.95,
,78-407-9810,2020-03-18,92.87,
,57-417-7291,2022-09-04,43.79,
,27-077-0389,2021-03-27,24.52,
,31-607-0351,2020-04-09,45.83,
,15-667-9235,2022-07-10,79.34,
,76-705-8000,2021-09-23,1.65,
,97-507-9861,2022-02-11,77.23,
,53-430-9568,2021-12-05,37.86,
,98-889-5403,2020-01-19,84.98,
,12-128-2576,2021-10-12,98.05,
,03-825-5219,2020-04-04,71.27,
,78-806-0853,2022-03-12,62.6,
,39-843-1059,2022-08-06,19.09,
,70-424-5723,2022-07-17,29.33,
,34-629-9123,2021-11-15,81.01,
,52-984-2592,2022-05-29,93.41,
,01-423-8434,2021-04-22,75.6,
,31-340-1373,2020-10-01,25.49,
,43-009-8040,2021-07-16,61.92,
,84-854-1349,2020-08-12,91.86,
,46-969-1933,2020-11-04,34.87,
,86-161-8508,2021-04-25,88.17,
,69-607-3610,2021-03-30,37.78,
,51-955-2727,2021-12-24,89.59,
,40-192-8164,2022-05-14,47.78,
,53-585-4586,2022-06-19,58.92,
,56-076-6137,2021-10-07,51.72,
,06-457-9925,2022-12-02,8.35,
,51-007-0849,2021-06-03,75.14,
,64-446-6092,2020-04-21,97.1,
,62-768-3976,2019-12-05,13.66,
,45-594-5624,2021-08-03,68.57,
,46-892-9399,2021-02-21,31.43,
,74-302-4817,2022-07-01,82.93,
,07-116-3515,2020-12-15,40.99,
,04-743-8019,2020-01-07,66.59,
,09-896-5300,2020-10-01,83.75,
,36-816-5383,2021-06-01,54.94,
,76-380-8355,2021-11-07,13.06,
,19-953-6477,2020-06-22,87.07,
,61-841-5883,2021-06-12,97.23,
,83-924-4913,2021-09-09,75.28,
,36-480-1277,2019-11-30,99.83,
,76-176-1093,2022-08-28,50.71,
,63-204-3800,2020-01-05,47.73,
,13-018-1111,2022-05-14,67.7,
,77-561-4347,2020-05-11,47.71,
,43-238-0006,2020-06-28,43.53,
,59-380-4206,2022-05-10,2.09,
,21-039-2999,2020-03-05,20.84,
,28-882-5933,2020-08-18,57.71,
,65-080-5283,2022-11-11,59.75,
,74-564-7314,2022-09-26,8.28,
,45-033-9684,2020-11-08,27,
,76-855-7164,2020-08-18,75.64,
,28-703-1952,2021-06-04,89.82,
,29-773-5797,2021-08-02,8.47,
,19-768-2646,2020-03-26,8.53,
,08-659-6030,2020-04-06,55.7,
,96-993-3962,2022-02-16,24.89,
,83-220-9837,2020-03-19,2.7,
,31-121-8822,2020-08-07,78.44,
,65-311-3002,2020-12-22,36.42,
,50-817-8023,2022-10-15,23.52,
,11-397-2150,2020-04-06,63.96,
,07-322-4153,2020-12-10,41.62,
,84-724-9712,2019-12-13,50.37,
,75-362-1645,2020-10-07,13.54,
,76-627-0236,2022-01-23,97.28,
,40-168-4233,2020-11-09,72.25,
,25-850-5723,2022-11-17,74.83,
,85-463-0651,2022-12-11,21.16,
,64-141-5718,2022-11-05,73.19,
,35-427-7418,2021-04-17,80.5,
,12-648-4718,2021-07-28,45.69,
,37-765-3279,2020-11-12,80.16,
,91-332-6187,2022-11-13,28.26,
,25-093-8535,2022-06-03,52.61,
,59-493-4419,2020-12-01,8.32,
,56-307-1423,2022-07-19,45.1,
,06-887-6332,2019-12-19,14.8,
,11-835-2932,2021-06-09,21.93,
,01-981-5069,2021-01-04,96.46,
,39-547-3173,2020-08-13,30.53,
,50-185-4137,2019-10-15,2.32,
,89-513-4206,2021-02-04,32.21,
,53-974-4637,2021-09-02,99.85,
,53-763-8296,2020-03-24,39.92,
,82-589-4385,2020-05-12,49.17,
,79-638-3210,2020-01-26,48.07,
,93-057-9662,2020-08-13,40,
,45-742-2253,2021-09-18,37.08,
,13-555-4988,2022-10-18,97.27,
,56-195-4013,2020-06-18,94.01,
,55-443-2920,2022-06-17,24.21,
,49-429-0115,2021-05-10,67.14,
,89-997-5952,2020-04-10,77.04,
,98-148-9592,2021-04-12,53.91,
,89-865-3770,2019-10-15,82.12,
,00-350-1396,2020-02-06,81.13,
,91-121-2326,2020-07-23,34.47,
,90-878-2657,2020-02-09,94.12,
,67-961-1567,2022-03-24,60.59,
,80-461-9387,2021-02-18,95.67,
,38-478-1265,2020-04-08,98.8,
,42-829-4772,2021-10-02,1.11,
,84-681-6641,2020-04-09,34.25,
,68-473-3919,2021-02-27,90.73,
,07-634-6294,2021-07-05,68.1,
,73-455-3435,2022-12-27,26.88,
,17-396-0834,2022-05-24,81.75,
,13-235-5773,2021-04-18,34.11,
,22-501-9215,2021-02-13,40.64,
,53-401-6179,2022-03-21,42.55,
,06-934-9396,2020-08-11,27.72,
,29-600-8355,2022-01-29,76.57,
,65-966-4872,2020-11-04,52.89,
,31-593-0632,2020-08-21,33.88,
,89-100-6055,2021-08-16,51.49,
,31-087-9491,2021-10-02,40.12,
,88-367-5894,2021-01-17,79.15,
,97-219-4069,2020-12-22,76.19,
,33-755-4654,2020-08-19,88.95,
,98-391-7796,2020-12-17,38.71,
,13-469-9343,2021-08-15,95.04,
,86-275-9654,2022-04-15,14.62,
,30-791-3047,2020-10-20,97.35,
,13-673-8989,2021-02-19,72.19,
,01-855-8188,2021-11-15,32.18,
,28-341-5469,2021-04-04,84.32,
,31-221-4991,2022-09-17,16.43,
,22-872-7952,2020-10-14,29.68,
,12-346-4013,2022-05-31,17.98,
,89-285-0567,2020-03-22,63.49,
,65-170-4476,2021-02-09,22.11,
,33-207-9048,2020-01-08,11.59,
,72-099-2457,2020-11-08,21.36,
,08-483-5677,2022-01-26,79.73,
,79-268-0334,2022-11-06,15.22,
,90-006-4375,2021-08-20,65.41,
,04-904-4552,2022-10-23,2.73,
,21-104-5976,2019-12-24,23.13,
,31-073-7194,2022-04-01,1.29,
,88-813-0409,2021-03-24,95.47,
,91-163-7915,2020-06-21,68.15,
,58-419-3322,2020-07-01,67.86,
,35-795-9456,2021-04-25,75.78,
,60-081-1759,2022-04-20,37.47,
,35-907-6473,2021-02-18,71.27,
,47-441-1628,2022-09-07,9.14,
,58-376-5889,2022-01-29,23.55,
,26-437-6628,2019-11-14,49.99,
,77-827-0603,2019-11-28,69.3,
,54-555-7832,2022-12-12,45.19,
,30-082-2867,2020-08-10,95.17,
,67-455-5976,2022-10-01,12.29,
,34-970-4387,2021-03-23,71.09,
,75-883-4614,2022-04-26,2.96,
,71-373-6387,2022-02-04,12.42,
,31-807-7846,2022-01-22,28.42,
,14-376-2485,2022-07-15,48.27,
,58-251-6487,2021-09-16,15.31,
,60-913-9847,2020-06-01,53.96,
,84-951-9107,2020-06-05,63.3,
,68-012-9190,2020-03-20,69.98,
,73-985-2542,2021-08-24,5.11,
,34-415-8074,2022-11-11,2.44,
,18-252-1922,2022-12-11,88.13,
,92-795-7087,2022-06-05,45.1,
,78-352-3174,2021-04-27,82.69,
,13-912-7109,2020-01-15,83.03,
,03-893-8767,2022-11-17,84.78,
,37-082-5374,2021-12-30,31.42,
,33-541-8718,2021-05-30,62.45,
,22-437-6211,2021-12-05,87.14,
,33-583-4747,2021-12-30,7.61,
,71-485-0830,2020-12-11,35.76,
,82-422-7097,2022-03-28,80.41,
,72-207-0940,2021-07-19,54.17,
,11-741-2205,2022-08-12,75,
,69-218-2694,2022-03-05,86.7,
,67-816-5527,2020-03-08,97.38,
,29-353-4988,2022-12-18,5.5,
,27-991-7078,2020-12-09,85.02,
,15-260-9895,2020-10-23,37.31,
,87-409-2090,2022-03-06,88.46,
,07-244-2129,2021-08-29,40.45,
,85-912-4773,2020-12-01,82,
,69-817-5553,2020-10-22,19.23,
,96-173-6690,2022-12-23,23.7,
,60-078-2571,2020-03-01,33.39,
,52-104-3482,2022-02-07,50.68,
,22-697-0930,2022-04-17,41.52,
,75-463-0491,2019-12-23,67.13,
,45-519-3808,2020-05-21,47.99,
,08-660-0159,2022-08-22,22.97,
,94-211-8782,2023-01-06,62.99,
,56-184-4508,2020-06-29,80.79,
,49-337-9727,2022-11-09,6.88,
,49-934-7149,2021-09-20,79.07,
,39-201-1204,2021-12-10,18.74,
,29-546-8618,2021-02-14,15.15,
,95-337-7409,2020-08-14,39.81,
,76-769-5168,2020-09-15,22.93,
,04-546-8049,2022-01-09,69.65,
,90-317-7928,2020-02-04,46.94,
,67-172-7841,2020-09-20,22.59,
,46-686-0158,2020-05-12,31.08,
,97-004-1775,2021-02-08,41.56,
,87-763-3059,2020-11-27,27.66,
,41-622-4465,2021-11-30,56.36,
,65-907-3127,2020-12-15,19.52,
,52-348-6923,2020-11-14,58.53,
,61-533-3161,2020-07-22,62.25,
,24-332-5305,2021-12-26,4.39,
,32-923-9697,2022-11-10,93.67,
,63-555-6345,2022-02-19,24.52,
,65-249-5260,2020-12-17,10.59,
,00-008-3271,2022-12-29,22.25,
,31-404-5047,2020-10-30,61.96,
,78-040-2505,2020-04-30,32.94,
,74-603-8937,2020-10-01,72.56,
,98-293-6058,2022-09-14,35.68,
,99-207-8914,2022-06-24,56.88,
,13-698-5271,2022-09-28,43.48,
,27-295-8802,2020-10-23,77.08,
,90-320-2065,2019-11-30,39.54,
,51-959-4742,2021-03-24,60.62,
,77-904-4749,2020-03-22,23.21,
,78-214-6816,2021-11-30,78.77,
,19-560-5489,2021-09-22,37.54,
,41-179-7445,2020-12-27,13.32,
,49-368-5121,2021-10-18,9.06,
,12-718-1501,2019-10-22,12.22,
,99-748-0471,2021-03-04,48.03,
,84-864-3249,2021-03-23,40.77,
,94-106-4253,2019-11-14,79.95,
,03-464-8128,2021-09-02,52.85,
,46-031-2472,2022-10-17,12.91,
,84-041-9180,2022-12-23,17.27,
,45-780-6744,2020-10-07,11.79,
,75-714-6097,2020-02-28,35.98,
,76-913-8795,2020-06-03,26.48,
,08-855-8354,2022-04-16,38.54,
,99-860-3106,2020-05-25,91.08,
,09-058-1844,2020-12-02,44.96,
,77-889-7684,2021-01-16,45.13,
,32-783-7159,2020-01-25,94.08,
,74-339-3540,2022-01-29,57.79,
,17-708-5350,2021-03-13,64.82,
,03-132-2890,2020-09-03,43.71,
,47-198-9429,2020-10-10,51.9,
,05-982-4967,2020-10-13,30.86,
,33-894-6676,2020-07-15,58.67,
,33-667-2660,2022-08-19,5.16,
,43-134-2893,2021-12-07,24.1,
,74-346-3086,2020-09-06,27.97,
,22-401-7510,2023-01-03,47.1,
,97-662-2177,2020-01-05,18.71,
,28-019-1318,2020-01-09,97.04,
,28-960-2783,2020-07-19,30.83,
,08-309-3649,2020-07-04,54.27,
,04-003-4647,2021-11-20,84.47,
,17-529-1692,2021-12-01,58.57,
,26-281-8125,2022-05-04,9.46,
,55-676-1998,2021-02-15,92.59,
,66-610-1519,2022-03-28,22.55,
,50-818-0337,2021-03-23,12.72,
,04-911-6551,2020-10-11,70.44,
,24-502-2774,2022-06-03,96.19,
,32-208-6721,2022-02-07,78.26,
,72-727-1317,2022-02-13,97.89,
,01-715-3869,2020-09-25,78.38,
,51-349-8226,2022-02-07,26.67,
,52-905-6091,2021-04-17,46.79,
,61-185-3517,2021-12-25,80.25,
,71-409-7516,2021-11-26,91.32,
,29-587-2527,2022-06-11,82.08,
,92-521-6256,2020-11-27,75.43,
,54-815-3308,2021-07-17,69.63,
,23-898-9055,2020-09-27,67.77,
,64-918-4744,2019-10-23,61.97,
,10-370-7784,2020-11-15,81.05,
,30-418-5129,2020-03-13,94.09,
,75-421-5444,2022-02-02,9.08,
,27-600-6800,2021-12-20,97.84,
,81-940-9983,2022-12-07,96.68,
,38-994-1709,2021-12-03,87.37,
,83-217-3894,2021-02-21,66.91,
,18-136-6969,2021-03-19,48.14,
,09-440-5820,2022-05-11,78.92,
,33-930-0109,2020-04-02,93.82,
,22-561-9916,2020-02-28,49.11,
,19-156-3010,2020-12-30,89.06,
,51-247-0503,2020-02-03,44.61,
,07-808-6932,2022-08-24,31.4,
,25-912-8989,2022-05-22,70.04,
,71-197-3844,2021-07-22,69.96,
,38-624-7763,2020-08-31,83.03,
,96-813-6384,2020-11-08,79.2,
,98-920-8331,2022-01-23,48.22,
,53-068-3680,2021-03-13,91.92,
,70-349-8770,2021-05-04,37.6,
,19-522-8580,2022-08-10,80.27,
,52-152-3371,2020-03-04,60.71,
,76-201-5085,2022-11-17,97,
,50-048-3933,2022-12-14,66.96,
,10-120-0016,2022-06-13,35.1,
,03-297-4257,2020-10-21,82.94,
,40-486-8511,2020-04-08,93.03,
,04-976-7880,2020-07-29,5.15,
,29-728-2837,2022-02-15,71.81,
,11-769-7584,2021-02-01,23.12,
,37-255-6435,2021-06-14,47.24,
,71-140-6745,2022-03-14,10.42,
,11-463-8439,2021-01-11,53.58,
,12-306-6646,2019-12-30,34.58,
,11-446-2659,2020-01-02,34.74,
,11-700-3520,2022-12-06,64.55,
,85-580-7392,2020-11-12,63.79,
,93-409-8648,2022-04-04,4.19,
,53-504-3875,2022-04-03,11.54,
,11-648-9765,2021-01-14,35.27,
,02-569-3156,2019-11-11,41.55,
,13-189-4080,2021-08-02,11.6,
,59-023-1187,2022-07-12,97.43,
,18-944-2420,2021-12-12,88.2,
,07-275-2696,2022-12-27,49.51,
,69-562-1762,2022-11-25,63.21,
,68-365-1512,2021-11-27,70.29,
,92-809-9028,2022-09-26,59.41,
,77-206-4888,2021-09-08,32.19,
,25-771-0744,2022-11-08,19.61,
,67-382-6166,2020-07-26,22.97,
,10-814-8054,2022-04-04,21.93,
,97-710-0241,2020-02-27,95.44,
,89-306-1133,2021-10-17,46.51,
,78-692-7008,2022-01-30,75.37,
,25-433-9492,2020-07-12,28.81,
,61-753-0334,2022-01-05,83.15,
,44-087-0146,2022-11-09,23.66,
,40-429-8594,2019-12-09,34.81,
,18-237-6374,2020-04-19,17.97,
,15-307-8168,2020-09-14,15.02,
,37-103-3005,2022-06-19,36.9,
,76-763-0657,2021-04-24,10.31,
,66-392-1377,2019-12-12,45.2,
,94-670-7121,2020-11-03,28.47,
,91-242-5776,2019-12-27,96.6,
,23-082-1065,2020-11-08,42.07,
,71-440-8512,2021-05-25,54.58,
,00-451-8857,2022-06-08,48.81,
,98-115-7191,2022-07-16,38.87,
,43-566-9850,2021-12-27,8.74,
,06-416-0671,2019-11-23,56.17,
,10-621-7662,2019-11-19,11.13,
,51-062-8739,2021-12-19,57.97,
,91-006-3876,2021-10-18,73.07,
,81-653-6035,2022-01-12,87.28,
,22-572-6325,2022-04-18,43.16,
,84-707-3314,2022-10-25,16.13,
,63-500-9286,2019-11-15,81.93,
,96-491-1316,2022-04-23,72.37,
,77-527-7922,2021-08-30,2.37,
,53-494-9541,2021-03-30,71.6,
,26-231-8897,2021-07-12,90.55,
,60-725-6733,2022-02-28,23.37,
,97-995-3154,2021-09-10,76.5,
,25-339-5566,2022-09-17,95.49,
,35-587-5940,2020-08-31,24.52,
,53-433-8071,2022-02-16,33.54,
,59-613-6838,2021-12-25,76.45,
,02-699-8406,2020-03-11,93.24,
,80-258-5757,2022-07-23,67.43,
,15-297-7741,2021-02-08,48.82,
,81-109-8738,2022-05-15,8.36,
,80-784-2924,2020-07-23,93.91,
,12-371-9369,2022-10-26,23.66,
,87-976-0252,2022-03-24,38.14,
,86-725-2449,2022-10-03,19.04,
,65-451-1818,2020-11-07,52.84,
,24-339-0545,2019-12-19,78.22,
,62-591-7981,2022-04-02,95.46,
,15-197-3569,2021-12-13,97.48,
,55-619-8849,2021-08-15,54.48,
,06-705-6026,2019-12-14,60.42,
,08-316-6754,2021-03-03,89.79,
,55-932-3347,2021-08-14,18.23,
,32-049-4417,2020-08-06,28.07,
,80-890-3871,2021-06-19,96.4,
,44-701-3012,2020-01-05,88.23,
,78-803-3890,2021-10-30,79.57,
,08-940-9111,2020-11-29,72.74,
,41-597-5931,2019-11-08,32.25,
,85-961-5775,2022-12-20,23.13,
,81-898-7131,2020-07-14,68.47,
,93-083-3241,2021-06-25,40.45,
,90-478-9446,2021-08-12,22.47,
,34-631-7695,2020-05-21,47.57,
,68-844-1159,2021-05-24,1.3,
,27-774-9457,2022-04-14,20.84,
,87-292-9640,2019-12-22,48.29,
,20-140-3398,2021-10-06,22.16,
,31-762-1168,2019-10-18,98.88,
,65-386-4145,2021-01-06,73.62,
,09-923-6077,2022-05-26,15.75,
,87-435-5817,2021-03-01,38.29,
,95-524-7993,2021-02-12,46.97,
,88-109-5070,2020-11-23,82.01,
,46-796-5628,2022-12-26,38.39,
,92-555-9940,2020-12-07,79.15,
,43-718-3224,2022-03-14,53.86,
,95-587-8796,2022-04-09,6.12,
,84-976-0893,2020-12-17,65.84,
,85-313-3288,2021-12-23,32.08,
,82-287-7415,2021-07-05,65.68,
,72-823-6963,2020-01-25,8.48,
,82-090-4450,2022-09-23,47.03,
,79-555-6824,2022-08-11,62.5,
,33-177-2796,2021-07-17,67.22,
,13-435-8115,2020-11-03,9.08,
,92-833-3271,2019-12-01,30.49,
,37-474-6061,2021-07-09,89.27,
,96-257-8035,2019-12-23,26.15,
,61-097-0206,2022-10-04,57.91,
,58-326-4792,2021-04-08,31.19,
,93-396-2857,2022-09-02,82.75,
,48-335-5237,2022-04-06,89.17,
,74-034-2507,2022-05-10,28.45,
,80-768-1365,2021-04-28,70.86,
,00-283-3544,2021-01-28,45.51,
,68-323-6449,2021-08-23,50.21,
,30-124-4774,2020-08-26,31.46,
,61-509-9344,2020-12-17,97.38,
,66-276-1471,2022-07-17,78.48,
,29-595-2468,2021-08-13,56.68,
,35-174-3155,2019-10-29,25.46,
,25-621-0618,2021-07-28,84.22,
,82-799-6775,2021-12-12,7.13,
,83-584-6805,2022-05-18,17.95,
,31-405-1090,2020-01-11,22.2,
,47-102-5062,2022-10-16,95.26,
,53-541-9522,2020-09-29,42.52,
,77-180-0305,2020-03-26,74.55,
,43-109-7017,2021-02-12,84.75,
,21-743-3530,2021-01-05,56.75,
,28-279-3419,2021-03-15,31.2,
,35-460-4013,2022-11-21,56.95,
,47-084-5361,2020-01-06,54.82,
,30-601-0133,2021-02-14,85.69,
,70-350-8506,2020-06-22,62.33,
,77-325-6969,2021-01-05,12.55,
,35-067-3364,2020-10-29,70.38,
,98-646-1456,2022-03-18,38.75,
,70-821-6798,2019-12-21,39.92,
,51-960-7680,2020-08-10,50.27,
,45-436-6764,2022-03-05,69.04,
,69-254-6693,2020-06-19,34.06,
,49-795-0099,2022-09-04,71.84,
,52-708-9153,2022-11-18,1.54,
,05-378-2914,2022-04-16,11.31,
,09-522-5385,2021-07-05,43.93,
,01-754-7255,2022-05-04,76.09,
,53-851-0542,2020-11-01,65.98,
,46-773-9492,2022-12-10,90.81,
,85-559-9663,2020-08-25,98.91,
,66-576-7484,2020-05-24,67.12,
,88-729-8334,2022-11-08,55.99,
,44-877-6595,2021-01-29,49.56,
,32-596-3017,2022-02-28,46.17,
,90-716-3855,2021-05-30,46.14,
,84-632-0013,2022-01-21,53.31,
,02-211-2785,2020-10-23,10.21,
,35-884-9148,2022-02-12,20.57,
,12-605-1676,2020-01-28,82.35,
,38-750-7959,2022-10-02,29.18,
,11-821-0545,2022-04-23,81.38,
,60-600-4172,2022-05-16,92.5,
,34-426-9335,2020-10-06,71.17,
,60-230-9043,2022-09-07,34.78,
,67-799-1881,2022-11-13,79.1,
,34-061-0340,2022-03-27,33.65,
,29-930-1681,2020-08-06,28.92,
,76-522-9855,2021-08-24,16.49,
,77-986-1901,2021-03-18,37.38,
,65-329-2436,2022-08-19,67.55,
,83-597-0985,2020-06-19,29.44,
,11-858-8042,2020-12-05,18.25,
,92-610-5614,2022-05-25,37.33,
,43-918-0203,2022-10-29,49.17,
,18-752-8277,2020-07-29,19.57,
,29-463-3688,2022-10-07,9.05,
,23-382-0687,2021-08-14,58.26,
,27-252-7456,2022-10-02,90.72,
,57-773-2064,2020-07-10,55.56,
,69-361-9646,2021-05-09,34.66,
,42-108-7287,2022-05-18,82.97,
,90-122-2737,2020-12-06,3.49,
,46-138-6582,2020-02-16,85.16,
,60-885-4424,2021-04-14,88.47,
,71-516-9998,2020-02-07,19.2,
,77-165-4390,2022-10-13,68.66,
,67-156-1140,2020-03-19,81.2,
,53-131-0339,2021-01-25,16.63,
,03-039-5845,2022-10-28,58.35,
,31-955-7364,2019-12-26,64.76,
,75-606-4195,2022-09-04,94.91,
,63-453-3505,2021-12-27,6.73,
,81-493-5555,2020-12-25,93.73,
,96-049-6957,2020-07-06,60.61,
,53-661-8226,2020-11-23,68.82,
,72-015-0440,2022-01-31,23.41,
,35-326-1148,2022-12-15,20,
,11-244-2193,2021-06-12,52.22,
,15-190-8465,2020-11-01,15.81,
,41-177-5682,2022-10-09,77.94,
,01-877-6020,2022-06-02,6.2,
,91-690-3480,2020-11-07,77.15,
,74-314-5556,2022-04-03,51.14,
,73-900-4790,2021-03-29,34.02,
,44-379-6825,2020-06-15,24.16,
,53-925-0103,2021-05-09,87.74,
,96-883-6756,2022-06-04,62.02,
,03-248-8148,2020-09-20,57.26,
,95-581-1944,2021-12-06,94.66,
,09-229-1754,2022-03-29,17.22,
,71-188-6549,2020-01-16,6.66,
,80-489-4967,2021-01-07,29.86,
,59-971-2896,2020-09-15,90.7,
,76-746-0202,2020-09-12,3.26,
,80-544-0183,2021-03-06,65.76,
,63-236-3555,2021-03-06,69.64,
,76-509-2544,2022-09-27,87.84,
,00-799-3091,2020-06-05,66.85,
,88-756-9391,2023-01-06,3.9,
,95-599-9120,2022-04-19,92.42,
,61-622-8419,2022-12-31,97.39,
,83-547-0450,2022-12-09,42.27,
,20-343-7160,2022-01-09,63.38,
,39-607-8115,2021-10-24,98.66,
,43-799-4873,2019-12-02,84.55,
,16-609-1782,2021-01-04,6.97,
,50-617-3367,2020-05-15,90.58,
,57-761-6559,2020-07-08,1.93,
,67-009-1409,2020-01-11,57.59,
,83-687-4769,2020-11-21,15.75,
,57-683-6723,2022-03-04,27.24,
,87-535-8388,2021-11-02,6.82,
,61-799-5380,2021-06-11,92.48,
,16-386-7757,2022-12-08,48.35,
,39-040-2440,2021-05-03,37.46,
,66-665-1879,2020-03-26,55.95,
,22-001-6016,2020-05-01,45.38,
,58-149-3499,2022-10-20,19.97,
,19-329-8137,2020-07-18,45.82,
,87-443-7001,2022-10-07,13.72,
,53-322-3671,2022-03-28,2.88,
,70-365-1885,2022-10-27,68.35,
,91-490-5244,2022-08-06,18.38,
,80-616-9335,2021-10-13,66.45,
,84-007-9095,2021-05-20,5.79,
,70-276-7176,2022-10-11,58.93,
,44-439-4440,2020-01-10,75.09,
,32-023-4917,2019-11-25,7.27,
,93-829-0535,2020-08-19,3.92,
,22-867-9098,2022-06-24,3.97,
,33-395-8454,2020-11-23,23.26,
,23-636-0824,2019-11-17,30.05,
,62-201-9287,2021-03-09,23.27,
,86-227-8811,2021-04-25,39.7,
,25-432-8239,2022-08-09,57.86,
,92-487-3562,2020-09-03,28.8,
,59-738-2614,2019-12-07,61.81,
,46-627-8981,2022-04-24,4.91,
,92-859-5564,2022-03-30,52.14,
,95-581-6863,2020-11-05,71.33,
,87-766-3663,2021-09-30,11.92,
,28-376-6551,2020-02-29,9.55,
,65-428-6495,2020-01-25,55.57,
,24-690-6396,2020-05-29,76.57,
,46-576-0301,2020-07-12,5.9,
,83-262-1365,2020-11-14,45.63,
,86-425-5753,2021-09-13,25.22,
,93-702-4764,2020-12-19,76.28,
,51-493-6866,2022-10-28,97.5,
,95-935-6126,2020-02-07,99.91,
,53-412-8787,2021-05-21,75.97,
,35-759-1971,2022-12-15,55.79,
,21-106-4079,2020-10-10,27.37,
,80-720-7802,2021-09-01,29.43,
,37-398-9630,2021-02-19,60.3,
,15-192-4862,2019-12-06,98.37,
,86-668-1105,2020-05-15,1.89,
,05-024-1112,2021-05-18,25.25,
,85-868-5544,2022-09-10,64.45,
,49-404-6008,2020-11-05,77.41,
,42-108-2633,2022-08-04,32.98,
,23-824-2201,2022-10-22,16.55,
,90-256-2320,2020-11-07,94.67,
,99-679-0062,2020-06-11,70.25,
,54-322-1808,2022-03-19,12.68,
,43-850-7830,2020-01-17,89.62,
,66-721-3658,2020-05-17,85.98,
,82-445-5186,2021-02-22,28.61,
,79-627-2533,2021-05-06,39.38,
,43-634-6121,2020-02-07,32.99,
,67-723-0322,2023-01-07,11.01,
,63-346-9064,2022-10-09,92.43,
,50-747-1156,2022-12-31,20.36,
,29-600-4791,2022-08-08,26.1,
,54-800-8042,2021-07-16,87.22,
,10-150-2658,2020-04-11,47.62,
,86-819-6178,2021-12-15,89.17,
,99-862-6759,2022-03-28,59.34,
,87-618-1229,2022-06-16,95.57,
,10-638-5334,2021-06-01,45.76,
,90-359-2449,2020-09-16,38.54,
,23-153-9991,2021-04-02,74.77,
,39-130-1094,2020-05-01,42.38,
,29-260-4008,2021-11-15,22.22,
,23-364-4571,2020-07-16,82.65,
